4000 0.0
 4.3645044e-04 -1.0247810e+00 -1.5024202e+00  1.5679772e-01  8.4052014e-01 -5.0595605e-01 -5.7748221e-02
 4.3645044e-04 -5.2642208e-01 -7.5203367e-02  7.3760882e-02  3.6212170e-01 -8.6871058e-01 -4.9102779e-02
 4.3645044e-04  1.9482718e+00  4.9417132e-01  1.3164857e-01 -2.6478255e-01  1.0220864e+00 -1.0750978e-02
 4.3645044e-04 -2.6987906e+00 -1.8712260e+00 -3.9003696e-02  5.2361166e-01 -8.6583579e-01 -2.8906560e-02
 4.3645044e-04  4.1768885e-01 -3.4913130e+00  1.5236768e-01  1.0248965e+00 -1.4666565e-02 -2.0159706e-02
 4.3645044e-04 -3.1693351e+00 -1.7346736e+00 -1.7497851e-01  3.4886274e-01 -8.0817521e-01 -2.7693646e-02
 4.3645044e-04 -8.5794884e-01 -1.4136614e+00  1.1496015e-02  9.9368680e-01 -3.8015729e-01  2.2013189e-02
 4.3645044e-04 -1.0004758e+00  2.2305021e+00 -1.4681891e-01 -8.4323382e-01 -3.1598812e-01  3.1869177e-02
 4.3645044e-04 -1.4275216e+00 -8.4697473e-01  5.7532951e-02  4.6845901e-01 -5.9026068e-01 -2.3342307e-01
 4.3645044e-04 -1.1794724e+00 -4.8968586e-01 -1.0082301e-01  3.2959712e-01 -8.0911130e-01  8.1793740e-02
 4.3645044e-04 -5.6745273e-01 -6.1653388e-01 -8.8033251e-02  8.9433479e-01 -6.7041308e-01 -1.8850099e-01
 4.3645044e-04 -2.9430487e+00 -1.7174301e+00  1.3802803e-01  6.6871864e-01 -8.1909353e-01  7.7762224e-02
 4.3645044e-04  3.3028901e+00  2.7364402e+00 -8.8495500e-02 -7.5708121e-01  7.8618270e-01 -7.4549131e-02
 4.3645044e-04  2.0747590e+00 -1.4819053e-01 -2.9704915e-02  1.7199273e-01  9.1683954e-01 -4.3604638e-02
 4.3645044e-04 -6.9264460e-01  7.5421207e-02  1.4615158e-02 -3.1887242e-01 -8.3241081e-01  1.5301647e-02
 4.3645044e-04 -3.2589171e+00  1.5652945e+00 -1.4755359e-02 -3.9918819e-01 -9.4897383e-01 -3.1069191e-02
 4.3645044e-04 -3.9393811e+00 -2.3705068e+00  2.0575516e-01  4.8029453e-01 -9.4714063e-01 -3.7129149e-02
 4.3645044e-04 -2.2628295e+00  3.2400274e-01  2.8306700e-02 -3.1919647e-02 -1.0015454e+00 -3.6127709e-02
 4.3645044e-04  1.8256991e+00  6.1691231e-01  8.0220684e-02 -7.6609522e-01  7.0056635e-01  2.7640283e-02
 4.3645044e-04  1.1284357e-01 -2.5307658e-01 -6.8691462e-02  7.1505916e-01  6.6062212e-01 -3.8618794e-01
 4.3645044e-04 -1.2153887e+00 -5.2268803e-03  3.4787904e-02 -4.4598091e-01 -8.0907100e-01  5.8340169e-02
 4.3645044e-04 -3.1449409e+00 -2.5053411e+00  6.1393520e-03  6.9933242e-01 -7.6829326e-01 -4.1994853e-03
 4.3645044e-04  1.5012492e+00 -3.4600905e-01 -5.0637089e-02  2.5074965e-01  1.0274409e+00  5.7252981e-03
 4.3645044e-04 -7.9895392e-02 -8.7376885e-02 -6.0289688e-02  9.4204903e-01 -1.9582106e-01  2.3373160e-01
 4.3645044e-04  2.4782355e+00 -2.6678863e+00  9.1259800e-02  8.0141413e-01  6.6129380e-01  1.1247120e-02
 4.3645044e-04 -1.7385016e-01 -2.7743998e-01 -2.5487464e-02  9.0138030e-01 -2.9804504e-01 -2.0869771e-01
 4.3645044e-04 -1.4884560e-01  2.0094769e+00 -7.3377304e-02 -9.5888937e-01  1.9797270e-01 -5.4929391e-02
 4.3645044e-04  3.6140022e+00 -1.3221883e+00  2.8481975e-02  4.6489185e-01  9.8156011e-01  5.9225772e-02
 4.3645044e-04 -1.0134591e-01 -9.6084869e-01 -1.7874885e-01  6.9140673e-01 -1.4611474e-01 -1.3113490e-01
 4.3645044e-04  3.8376150e-01 -9.0840793e-01  7.6825008e-02  1.0940889e+00  4.0861309e-01 -6.8599261e-02
 4.3645044e-04  3.3657238e-01 -5.8444768e-01  1.9086134e-01  8.6443061e-01 -1.4962707e-01 -1.7239077e-01
 4.3645044e-04 -1.4729234e+00  2.2513630e+00 -2.6775427e-02 -6.8467391e-01 -7.5534171e-01  4.4728629e-05
 4.3645044e-04 -1.3606434e+00  1.4444029e+00 -7.2390619e-03 -6.5891784e-01 -8.7305599e-01 -7.0513517e-02
 4.3645044e-04 -2.3856325e-01  5.5626589e-01 -1.2925842e-01 -6.7421800e-01 -3.7438524e-01  8.9730978e-02
 4.3645044e-04 -8.9195728e-01 -8.3858389e-01 -1.5570728e-01  2.6460958e-01 -1.0993612e+00 -1.4093044e-01
 4.3645044e-04  1.0757102e+00 -7.9852635e-01  7.6252744e-02  5.8299506e-01  6.1786360e-01 -1.6767319e-01
 4.3645044e-04 -7.9156786e-01  1.4201232e+00  9.0815462e-03 -6.5547860e-01 -2.1595539e-01  1.0919631e-01
 4.3645044e-04 -1.6091169e+00 -2.0766191e+00 -5.0832614e-02  8.0986118e-01 -6.3146573e-01 -1.0625125e-01
 4.3645044e-04  3.1688180e+00  3.1289575e+00 -5.1765000e-03 -8.5062140e-01  7.9292041e-01  4.9492791e-02
 4.3645044e-04 -3.0659516e+00  2.5333628e-01 -1.9047473e-02 -2.6213359e-02 -1.2002646e+00 -2.4094468e-02
 4.3645044e-04  2.1217297e-01  1.0984561e+00 -2.7404407e-02 -1.2607796e+00  1.0841126e-01 -4.2245891e-02
 4.3645044e-04 -3.0540628e+00 -2.3235812e+00  8.5992314e-02  6.9919640e-01 -8.6600029e-01 -2.0159797e-03
 4.3645044e-04 -7.9554313e-01  1.2129754e+00 -5.2591525e-02 -5.5965614e-01 -8.7399447e-01  6.6364691e-02
 4.3645044e-04 -1.3197322e-01  1.4581674e+00  1.2463809e-01 -7.3758715e-01 -3.4468934e-02 -2.1542463e-02
 4.3645044e-04  1.0662425e+00  1.1185411e+00 -1.1383123e-01 -4.9234384e-01  1.1370739e+00  9.1496982e-02
 4.3645044e-04  2.6262558e+00  9.3159008e-01  4.0032998e-02 -2.3793669e-01  9.6712792e-01 -2.0873824e-02
 4.3645044e-04 -1.0940975e+00 -1.8091497e+00 -8.2550272e-03  5.6358588e-01 -5.4916531e-01  5.7616074e-02
 4.3645044e-04 -2.3799622e+00  6.2614012e-01 -2.1319872e-02 -8.5655913e-02 -9.9502140e-01  7.0019215e-02
 4.3645044e-04 -1.9866638e+00  2.9978294e+00  8.3138235e-02 -9.1832495e-01 -5.7751989e-01  5.4951299e-02
 4.3645044e-04 -9.0101856e-01 -3.7795169e+00  1.6673563e-01  1.0368307e+00 -2.2575322e-01 -2.4965413e-02
 4.3645044e-04  6.4224893e-01 -4.0181100e-01 -3.1281963e-02  1.4286011e-01  4.2938298e-01 -4.5462817e-01
